,Unnamed: 0,customerid,churn,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines
171,171,0268-QKIWO,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,58.85,Female,0,0,0,3,1,No
172,172,0269-XFESX,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.35,538.5,Male,0,1,1,23,1,Yes
173,173,0270-THENM,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),69.85,5102.35,Male,0,1,1,72,1,Yes
174,174,0274-JKUJR,0,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,58.85,465.7,Male,0,1,1,7,0,No phone service
175,175,0274-VVQOQ,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.15,6792.45,Male,1,1,0,65,1,Yes
176,176,0277-BKSQP,0,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,54.4,475.1,Male,0,1,1,8,1,No
177,177,0277-ORXQS,0,DSL,No,No,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),50.55,3364.55,Male,0,1,1,66,0,No phone service
178,178,0278-YXOOG,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.05,113.85,Male,0,0,0,5,1,No
179,179,0280-XJGEX,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.7,5036.3,Male,0,0,0,49,1,Yes
180,180,0281-CNTZX,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1234.8,Male,0,1,0,63,1,No
181,181,0282-NVSJS,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,29.3,355.9,Female,1,1,1,12,0,No phone service
182,182,0285-INHLN,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),54.75,1510.3,Male,0,1,1,27,1,No
183,183,0289-IVARM,0,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,60.55,1982.6,Female,0,0,0,35,1,No
184,184,0292-WEGCH,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,86.2,4524.05,Female,0,1,1,54,1,Yes
185,185,0295-PPHDO,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.45,95.45,Male,0,0,0,1,1,Yes
186,186,0295-QVKPB,0,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),63.95,318.1,Male,0,0,0,5,1,No
187,187,0297-RBCSG,0,DSL,No,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),65.35,1231.85,Male,0,0,0,19,1,No
188,188,0298-XACET,0,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,50.2,2554,Male,0,1,1,52,0,No phone service
189,189,0301-FIDRB,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.8,4684.3,Female,0,1,1,72,0,No phone service
190,190,0301-KOBTQ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,614.45,Male,0,0,0,32,1,No
191,191,0302-JOIVN,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,842.9,Female,0,1,0,8,1,No
192,192,0303-UNCIP,0,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,65.0,2531.8,Male,0,0,0,41,1,Yes
193,193,0303-WMMRN,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.25,86.05,Male,0,0,0,5,1,No
194,194,0305-SQECB,0,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,36.05,402.6,Female,0,0,1,11,0,No phone service
195,195,0306-JAELE,1,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,96.1,453.4,Male,0,0,0,5,1,No
196,196,0307-BCOPK,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.05,326.65,Female,0,0,0,16,1,No
197,197,0308-GIQJT,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),105.75,7382.85,Male,1,0,0,71,1,Yes
198,198,0308-IVGOK,0,DSL,No,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),40.4,422.6,Female,0,0,0,11,0,No phone service
199,199,0310-MVLET,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.15,6010.05,Female,0,1,1,61,1,Yes
200,200,0310-SUCIN,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),84.8,6046.1,Female,0,1,0,71,1,No
201,201,0310-VQXAM,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,178.8,Male,0,0,0,9,1,No
202,202,0311-QYWSS,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.45,314.6,Female,0,0,0,6,1,No
203,203,0311-UNPFF,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),88.8,2274.35,Female,0,0,0,26,1,No
204,204,0314-TKOSI,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,55.15,322.9,Female,0,0,0,6,1,No
205,205,0315-LVCRK,0,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,84.8,888.75,Male,0,0,0,11,1,No
206,206,0318-QUUOB,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.55,80.55,Male,0,1,0,1,1,No
207,207,0318-ZOPWS,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,973.35,Female,0,1,0,49,1,No
208,208,0319-QZTCO,0,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),58.7,168.6,Female,0,1,1,3,1,No
209,209,0320-DWVTU,0,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Mailed check,99.5,5424.25,Female,0,0,0,53,1,No
210,210,0320-JDNQG,1,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.85,2331.3,Male,0,1,1,23,1,No
211,211,0322-CHQRU,1,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.35,89.5,Male,0,0,0,2,1,No
212,212,0322-YINQP,1,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.55,48.55,Male,0,0,0,1,1,No
213,213,0323-XWWTN,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.4,121.25,Male,0,0,1,3,1,Yes
214,214,0324-BRPCJ,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,6851.65,Female,1,1,0,68,1,Yes
215,215,0325-XBFAC,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.7,740.3,Male,0,0,0,8,1,No
216,216,0326-VDYXE,0,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,97.65,6982.5,Female,0,1,0,70,1,Yes
217,217,0327-WFZSY,0,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,100.0,3835.55,Male,0,1,1,39,1,Yes
218,218,0328-GRPMV,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.1,70.1,Female,0,0,0,1,1,No
219,219,0328-IBUPK,1,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),34.2,1782,Female,0,1,1,51,0,No phone service
220,220,0329-GTIAJ,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,97.9,315.3,Female,0,0,0,3,1,No
221,221,0330-BGYZE,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),102.5,6157.6,Male,0,1,0,60,1,Yes
222,222,0330-IVZHA,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.95,330.15,Female,0,1,0,5,1,No
223,223,0334-GDDSO,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.35,233.7,Male,1,0,0,3,1,Yes
224,224,0334-ZFJSR,0,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.05,3462.1,Female,0,1,0,55,1,Yes
225,225,0336-KXKFK,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),61.2,4390.25,Male,0,0,0,72,0,No phone service
226,226,0336-PIKEI,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),74.4,5360.75,Male,1,1,0,72,1,No
227,227,0337-CNPZE,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.3,4443.45,Female,0,0,0,41,1,Yes
228,228,0343-QLUZP,0,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),39.6,2424.5,Male,0,0,0,60,0,No phone service
229,229,0345-HKJVM,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.3,577.6,Female,0,0,0,6,1,No
230,230,0345-XMMUG,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.9,4854.3,Female,0,1,0,46,1,Yes
231,231,0347-UBKUZ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,320.45,Female,0,0,0,15,1,No
232,232,0348-SDKOL,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,5885.4,Female,0,1,0,58,1,Yes
233,233,0354-VXMJC,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,426.65,Male,0,1,1,23,1,No
234,234,0354-WYROK,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.9,2911.3,Female,1,1,1,31,1,No
235,235,0356-ERHVT,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.9,521.9,Male,0,1,0,11,1,No
236,236,0356-OBMAC,0,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),99.9,5706.3,Female,1,0,0,56,1,Yes
237,237,0357-NVCRI,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,471.7,Female,0,0,1,25,1,No
238,238,0361-HJRDX,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),64.35,4539.6,Female,0,0,0,68,0,No phone service
239,239,0362-RAOQO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,830.25,Female,0,0,0,40,1,No
240,240,0362-ZBZWJ,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,3067.2,Male,0,0,0,36,1,Yes
241,241,0363-QJVFX,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.15,3432.9,Male,0,0,0,32,1,Yes
242,242,0363-SVHYR,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.85,6263.8,Male,0,1,1,71,1,Yes
243,243,0365-BZUWY,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.55,1742.5,Male,0,1,0,17,1,Yes
244,244,0365-GXEZS,0,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,78.2,1468.75,Male,0,1,0,18,1,No
245,245,0365-TRTPY,0,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),91.2,3382.3,Female,0,0,0,37,1,Yes
246,246,0366-NQSHS,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.35,46.35,Male,0,0,0,2,1,No
247,247,0369-ZGOVK,0,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.4,1992.2,Female,0,1,1,28,1,No
248,248,0373-AIVNJ,0,DSL,Yes,Yes,Yes,No,No,No,One year,0,Mailed check,39.55,373,Male,0,0,0,9,0,No phone service
249,249,0374-AACSZ,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,50.15,50.15,Female,0,0,0,1,1,No
250,250,0374-FIUCA,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.4,1414.45,Male,0,1,0,65,1,No
251,251,0374-IOEGQ,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.6,122.7,Female,0,0,0,3,1,No
252,252,0375-HVGXO,1,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,34.7,34.7,Female,0,0,0,1,0,No phone service
253,253,0376-OIWME,0,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.6,3366.05,Male,0,1,0,36,1,No
254,254,0376-YMCJC,1,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,90.6,1943.2,Male,0,0,0,23,1,Yes
255,255,0377-JBKKT,0,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,57.95,1271.8,Male,0,1,1,22,1,No
256,256,0378-CJKPV,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),112.1,7965.95,Female,0,1,0,72,1,Yes
257,257,0378-NHQXU,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,88.25,1460.65,Female,0,1,1,17,1,Yes
258,258,0378-TOVMS,1,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,85.8,272.2,Female,0,0,0,3,1,No
259,259,0378-XSZPU,1,DSL,Yes,Yes,Yes,No,No,No,One year,0,Credit card (automatic),60.3,3563.8,Male,0,1,0,58,1,No
260,260,0379-DJQHR,0,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),81.35,5398.6,Male,0,1,1,67,1,No
261,261,0380-NEAVX,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,99.85,3343.15,Male,1,0,0,34,1,No
262,262,0380-ZCSBI,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.0,198.7,Male,0,0,0,10,1,No
263,263,0383-CLDDA,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.35,5897.4,Female,0,0,0,69,1,Yes
264,264,0384-LPITE,0,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),62.05,2511.55,Male,0,0,0,40,0,No phone service
265,265,0384-RVBPI,0,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),64.4,1398.6,Male,0,0,0,20,1,No
266,266,0386-CWRGM,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,967.85,Female,0,1,1,46,1,No
267,267,0388-EOPEX,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,139.4,Female,0,1,0,2,1,No
268,268,0390-DCFDQ,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45,Female,1,1,0,1,1,No
269,269,0392-BZIUW,0,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),105.0,7589.8,Female,0,1,0,72,1,Yes
270,270,0394-YONDK,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.15,1790.15,Male,0,1,1,70,1,Yes
271,271,0396-HUJBP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,44.4,Female,0,0,0,2,1,No
272,272,0396-UKGAI,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),55.3,1284.2,Male,0,0,1,23,1,No
273,273,0396-YCHWO,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.4,3474.2,Male,0,1,0,36,1,Yes
274,274,0397-GZBBC,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),93.85,5574.75,Male,1,1,0,59,1,Yes
275,275,0397-ZXWQF,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1430.95,Male,0,0,0,67,1,No
276,276,0401-WDBXM,0,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.55,7542.25,Male,0,1,1,72,1,Yes
277,277,0402-CQAJN,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.9,3545.35,Female,0,0,0,37,1,Yes
278,278,0402-OAMEN,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,1709.1,Female,0,1,1,72,1,Yes
279,279,0404-AHASP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1421.9,Male,0,1,0,72,1,No
280,280,0404-SWRVG,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,229.55,Male,0,0,0,3,1,Yes
281,281,0406-BPDVR,1,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),101.5,5373.1,Female,1,1,0,54,1,Yes
282,282,0407-BDJKB,1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,95.75,5742.9,Male,0,1,0,60,1,Yes
283,283,0409-WTMPL,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),110.65,6526.65,Female,0,1,0,58,1,Yes
284,284,0410-IPFTY,0,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),83.85,2674.15,Female,0,1,0,31,1,No
285,285,0411-EZJZE,0,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,60.25,170.5,Female,0,0,0,3,1,Yes
286,286,0412-UCCNP,0,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Electronic check,59.2,3175.85,Male,0,0,0,55,1,No
287,287,0415-MOSGF,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,44.4,Female,0,0,0,1,1,No
288,288,0419-YAAPX,0,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.3,4297.95,Male,0,1,0,49,1,No
289,289,0420-BWTPW,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.5,215.2,Male,0,0,1,8,0,No phone service
290,290,0420-HLGXF,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.75,4036,Female,1,0,0,39,1,Yes
291,291,0420-TXVSG,0,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),66.1,4428.45,Male,0,1,0,66,1,Yes
292,292,0422-OHQHQ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.55,295.95,Female,0,1,1,15,1,No
293,293,0422-UXFAP,0,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,98.85,4947.55,Female,0,1,0,51,1,Yes
294,294,0423-UDIJQ,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,49.2,447.9,Male,1,0,0,9,1,No
295,295,0426-TIRNE,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9,Female,0,0,0,1,1,No
296,296,0428-AXXLJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,516.3,Male,0,0,0,25,1,No
297,297,0428-IKYCP,0,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.0,1850.65,Male,0,1,0,22,1,No
298,298,0430-IHCDJ,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.0,749.25,Male,0,0,0,15,1,Yes
299,299,0431-APWVY,1,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),90.1,2598.95,Female,0,1,1,28,1,No
300,300,0432-CAJZV,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,90.7,237.65,Male,0,0,0,3,1,No
301,301,0434-CSFON,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,4707.1,Female,0,1,0,47,1,Yes
302,302,0436-TWFFZ,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,85.25,5714.2,Female,0,0,0,67,1,Yes
303,303,0439-IFYUN,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,1294.6,Female,1,0,0,18,1,No
304,304,0440-EKDCF,0,DSL,No,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),60.15,3753.2,Male,0,1,0,62,1,No
305,305,0440-MOGPM,0,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,80.55,3263.9,Female,0,0,0,41,1,Yes
306,306,0440-QEXBZ,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.15,2139.1,Female,0,0,0,44,1,Yes
307,307,0440-UEDAI,0,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),94.45,5042.75,Female,0,0,0,53,1,No
308,308,0442-TDYUO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.05,1036,Male,0,1,0,48,1,No
309,309,0442-ZXKVS,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),115.6,6431.05,Female,1,1,0,54,1,Yes
310,310,0447-BEMNG,1,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),45.3,2145,Female,0,1,0,48,0,No phone service
311,311,0447-RXSGD,0,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.65,2404.85,Male,0,0,0,24,1,Yes
312,312,0448-YZNZE,1,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,95.55,2510.2,Male,1,1,0,27,1,Yes
313,313,0454-OKRCT,0,Fiber optic,No,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),80.6,2651.1,Male,0,0,0,33,1,No
314,314,0455-ENTCR,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,85.25,5538.35,Male,0,1,0,66,1,Yes
315,315,0455-XFASS,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,200.2,Female,0,1,1,3,1,No
316,316,0458-HEUZG,0,DSL,No,No,Yes,Yes,No,No,Two year,0,Mailed check,35.4,450.4,Female,0,0,0,13,0,No phone service
317,317,0459-SPZHJ,0,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),83.5,5435,Male,0,1,1,63,1,Yes
318,318,0461-CVKMU,1,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,83.8,1900.25,Female,0,1,1,23,1,No
319,319,0463-TXOAK,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1334.5,Male,0,0,1,52,1,Yes
320,320,0463-WZZKO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.75,67.1,Male,0,0,0,3,1,No
321,321,0463-ZSDNT,0,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),56.75,503.25,Male,0,0,0,10,1,No
322,322,0464-WJTKO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1460.85,Female,0,1,1,72,1,No
323,323,0468-YRPXN,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),98.8,2807.1,Male,0,0,0,29,1,No
324,324,0471-ARVMX,0,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,104.85,6312.9,Female,1,1,0,62,1,Yes
325,325,0471-LVHGK,1,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,73.0,3001.2,Male,0,1,0,41,1,Yes
326,326,0475-RIJEP,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,77.85,3365.85,Male,0,0,0,43,1,Yes
327,327,0479-HMSWA,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,105.45,2715.3,Female,0,0,1,26,1,No
328,328,0480-BIXDE,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,96.8,1743.05,Female,0,1,0,19,1,No
329,329,0480-KYJVA,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.25,1784.5,Female,0,1,1,72,1,Yes
